subject,body,sender,label
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
URGENT: Your Account Has Been Suspended,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",taxrefund@gov-support.org,1
Google Account Sign-in Alert,Thank you for submitting the feedback form. We appreciate your input.,noreply@google.com,0
Verify your identity now!,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",paypal-update@notice-mail.com,1
Security Alert: Password Expired,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",taxrefund@gov-support.org,1
Invoice for your recent purchase,We noticed a sign-in to your Google account from a new device.,updates@linkedin.com,0
Security Alert: Password Expired,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
Welcome to the team!,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,updates@linkedin.com,0
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
Verify your identity now!,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Security Alert: Password Expired,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
URGENT: Your Account Has Been Suspended,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
Your subscription is confirmed,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",team@company.com,0
Google Account Sign-in Alert,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",billing@amazon-check.com,1
You are eligible for a tax refund!,Final warning: Failure to respond will result in account deactivation.,apple@locked-portal.com,1
Security Alert: Password Expired,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",paypal-update@notice-mail.com,1
You've won a $1000 gift card,You are eligible for a tax refund. Submit your banking info now.,security-alert@googl3.com,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Reset your Netflix password,You are eligible for a tax refund. Submit your banking info now.,admin@verification-alert.com,1
Final Notice: Account Termination,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
Invoice for your recent purchase,We noticed a sign-in to your Google account from a new device.,noreply@google.com,0
You are eligible for a tax refund!,Security Alert: We blocked a suspicious login. Click to secure your account.,security-alert@googl3.com,1
Final Notice: Account Termination,Final warning: Failure to respond will result in account deactivation.,security-alert@googl3.com,1
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
Welcome to the team!,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",admin@university.edu,0
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",apple@locked-portal.com,1
Final Notice: Account Termination,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,noreply@resetpass-secure.com,1
You are eligible for a tax refund!,You are eligible for a tax refund. Submit your banking info now.,admin@verification-alert.com,1
Reset your Netflix password,Final warning: Failure to respond will result in account deactivation.,paypal-update@notice-mail.com,1
Class Schedule Update,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",hr@company.com,0
Reset your Netflix password,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",taxrefund@gov-support.org,1
You are eligible for a tax refund!,Your Amazon account will be locked unless you update your billing details.,netflix@secure-mail.com,1
Verify your identity now!,Apple ID Locked. Immediate action required to unlock your account.,security-alert@googl3.com,1
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",updates@linkedin.com,0
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
Google Account Sign-in Alert,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,hr@company.com,0
You've won a $1000 gift card,Your Amazon account will be locked unless you update your billing details.,admin@verification-alert.com,1
URGENT: Your Account Has Been Suspended,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
You've won a $1000 gift card,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",billing@amazon-check.com,1
Class Schedule Update,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
Your subscription is confirmed,Your support ticket #12458 has been updated. Please review the response.,support@amazon.com,0
Thank you for your feedback,You've got a new connection request from David on LinkedIn.,noreply@google.com,0
Meeting Reminder: Project Sync at 3 PM,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",hr@company.com,0
Thank you for your feedback,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",service@netflix.com,0
Invoice for your recent purchase,Your flight from New York to London has been confirmed. Check your itinerary.,support@amazon.com,0
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",hr@company.com,0
Meeting Reminder: Project Sync at 3 PM,You've got a new connection request from David on LinkedIn.,support@amazon.com,0
Class Schedule Update,Thank you for submitting the feedback form. We appreciate your input.,no-reply@airlines.com,0
Click here to claim your prize,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",noreply@resetpass-secure.com,1
You've won a $1000 gift card,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
Click here to claim your prize,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,noreply@resetpass-secure.com,1
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",admin@university.edu,0
Update on your support ticket,Thank you for submitting the feedback form. We appreciate your input.,team@company.com,0
Click here to claim your prize,We detected suspicious activity on your bank account. Confirm your details immediately.,security-alert@googl3.com,1
Meeting Reminder: Project Sync at 3 PM,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Meeting Reminder: Project Sync at 3 PM,Thank you for submitting the feedback form. We appreciate your input.,noreply@google.com,0
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",updates@linkedin.com,0
Meeting Reminder: Project Sync at 3 PM,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",admin@university.edu,0
Invoice for your recent purchase,"Please note, your class schedule has been updated. Visit the portal to view changes.",service@netflix.com,0
Meeting Reminder: Project Sync at 3 PM,"Please note, your class schedule has been updated. Visit the portal to view changes.",service@netflix.com,0
URGENT: Your Account Has Been Suspended,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",security-alert@googl3.com,1
Click here to claim your prize,Your Amazon account will be locked unless you update your billing details.,noreply@resetpass-secure.com,1
Invoice for your recent purchase,Thank you for submitting the feedback form. We appreciate your input.,admin@university.edu,0
Update on your support ticket,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",admin@university.edu,0
Update on your support ticket,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",support@amazon.com,0
Meeting Reminder: Project Sync at 3 PM,"Please note, your class schedule has been updated. Visit the portal to view changes.",service@netflix.com,0
